elevation,slpd,etpjd,minda,mindd,preca,precd,relha,relhd,sfmmd,tavea,tdaya,tmaxd,tmina,tmind,vpama,vpamd,road_dist,trail_dist,merge_dist,VETH
4854,1.46,0.648111879,-9.513978495,-26.4375256,16.05026882,-6.617901946,17.70860215,-1.620193292,263.0628584,25.29641577,30.34641577,22.23648234,1.368727599,13.62747056,21.78100358,6.451446493,2141,839,839,0
4838,3.46,0.648111879,-9.921594982,-26.28115079,15.809319,-6.461527138,17.69758065,-1.617306708,261.7115655,25.3671147,30.43082437,22.25533154,1.385035842,13.63840246,21.78915771,6.459600614,1123,448,448,0
4827,2.68,0.648022273,-9.50546595,-26.22921147,15.72544803,-6.409587814,17.68682796,-1.611642345,266.1459997,25.40250896,30.46612903,22.26326805,1.395967742,13.64635817,21.79462366,6.465066564,865,253,253,0
4841,2.26,0.648022273,-9.467562724,-26.24313876,15.76335125,-6.423515105,17.68951613,-1.620282898,265.2357335,25.32912186,30.39005376,22.25266257,1.341577061,13.63573349,21.77016129,6.454045059,645,48,48,0
4824,2.83,0.645244496,-9.565501792,-26.04988479,15.58207885,-6.31359447,17.67043011,-1.617108295,266.5393945,25.41890681,30.49336918,22.27131336,1.377060932,13.64924475,21.79462366,6.465066564,369,462,369,0
4815,3.57,0.642556324,-9.514695341,-25.94198029,15.54955197,-6.289023297,17.67043011,-1.617108295,267.8389273,25.42168459,30.49336918,22.27409114,1.374283154,13.65202253,21.79462366,6.465066564,278,600,278,0
4756,3.76,0.661821557,-11.1468638,-26.32473758,15.16738351,-6.088447261,17.61057348,-1.605670763,255.1802291,25.7155914,30.82007169,22.33568868,1.521326165,13.68160522,21.86272401,6.495065284,1,646,1,0
4691,2.96,0.656266001,-11.17401434,-25.96018305,14.80689964,-5.890559396,17.5561828,-1.614183308,261.5419867,26.01487455,31.1546595,22.39422043,1.679121864,13.70849974,21.9389785,6.52468638,408,241,241,0
4654,1.85,0.661623144,-11.99041219,-26.00337942,14.57383513,-5.767089094,17.51550179,-1.602745776,257.7083653,26.1889785,31.34507169,22.42645289,1.763530466,13.72745776,21.97992832,6.549327957,630,38,38,0
4610,2.11,0.664599334,-12.21818996,-25.96842038,14.34605735,-5.648796723,17.47204301,-1.602726575,259.4555364,26.36317204,31.5437276,22.46375448,1.85062724,13.74075141,22.01801075,6.565617,487,58,58,0
4566,1.68,0.667287506,-12.59713262,-25.89505248,14.05044803,-5.492095494,17.42840502,-1.605216334,260.5635177,26.59453405,31.78870968,22.50381464,1.964964158,13.76228879,22.07517921,6.58468382,143,146,143,0
4506,2.34,0.667287506,-12.95492832,-25.70551715,13.69265233,-5.302560164,17.39032258,-1.602220942,261.6714798,26.84749104,32.0797491,22.56016385,2.092921147,13.78938172,22.14874552,6.62014849,613,42,42,0
4440,1.86,0.677931388,-13.86505376,-25.76665387,13.19919355,-5.030363543,17.31702509,-1.596915003,259.64303,27.17688172,32.44175627,22.6296979,2.24811828,13.82443036,22.21962366,6.649769585,1505,657,657,0
4384,1.57,0.667089094,-13.88700717,-25.2547171,12.84390681,-4.851760113,17.26801075,-1.593919611,263.3328981,27.42992832,32.72482079,22.68058116,2.367921147,13.84576933,22.28225807,6.682366872,2152,732,732,0
4360,1.71,0.677931388,-14.53485663,-25.41753072,12.52939068,-4.681240399,17.22992832,-1.599276754,262.2176971,27.60689964,32.91810036,22.72325909,2.446953405,13.87010369,22.32320789,6.695967742,2466,494,494,0
4350,1.9,0.675441628,-14.23933692,-25.30405146,12.49157706,-4.65109447,17.22168459,-1.598988735,264.8017857,27.5796595,32.89363799,22.71512417,2.41702509,13.86752432,22.30949821,6.696166155,2133,49,49,0
4349,1.46,0.675243216,-14.55707885,-25.26824117,12.42383513,-4.615284178,17.22168459,-1.588056836,263.7384089,27.60967742,32.92903226,22.72334869,2.427956989,13.87845622,22.31496416,6.701632105,1724,95,95,0
4345,0.72,0.680709165,-14.74005376,-25.42942268,12.40752688,-4.609799027,17.21084229,-1.590834613,260.8921979,27.59336918,32.91550179,22.72334869,2.408870968,13.87041091,22.30134409,6.696076549,1504,44,44,0
4337,0.68,0.680709165,-14.82948029,-25.37153098,12.31810036,-4.551907322,17.20797491,-1.596390169,260.2570021,27.62867384,32.94802867,22.73139401,2.422491039,13.88134281,22.31218638,6.698854327,1223,171,171,0
4304,2.06,0.680798771,-15.19964158,-25.26418971,12.11460574,-4.444566052,17.1781362,-1.59905914,259.7557412,27.75116488,33.07876344,22.76355607,2.479659498,13.89205709,22.33682796,6.709587814,851,95,95,0
4285,1.61,0.675332821,-15.58055556,-24.98498464,11.90035842,-4.33202765,17.15376344,-1.579774706,262.7354071,27.87096774,33.22840502,22.79320917,2.534139785,13.90843574,22.36415771,6.731541219,581,68,68,0
4841,0.46,0.648111879,-9.458781362,-26.59925755,16.27213262,-6.779633897,17.73844086,-1.625768049,261.7952189,25.32356631,30.36818996,22.23926011,1.428405018,13.61632105,21.81362007,6.45671403,759,421,421,0
4798,0.72,0.653577829,-9.850448029,-26.64514209,16.04713262,-6.658851767,17.70573477,-1.631125192,261.1622248,25.51675627,30.5859319,22.27387353,1.540053763,13.6405466,21.86801075,6.473003072,1253,698,698,0
4818,1.14,0.650889657,-9.812903226,-26.5125768,16.00134409,-6.609619816,17.70026882,-1.617306708,262.2696365,25.4405914,30.50698925,22.26057988,1.474731183,13.62992192,21.82992832,6.467645929,1979,881,881,0
4862,1.8,0.648022273,-9.312007168,-26.44885433,16.08557348,-6.629230671,17.73028674,-1.631233999,263.515553,25.23646953,30.27840502,22.22865463,1.333333333,13.61942524,21.77007169,6.440514593,2062,770,770,0
4877,2.76,0.648111879,-9.557078853,-26.39395801,16.00716846,-6.574334357,17.72768817,-1.614727343,262.5260753,25.19032258,30.2375448,22.22598566,1.289874552,13.62213262,21.74569893,6.443311572,1326,543,543,0
4836,2.42,0.648022273,-9.50546595,-26.22921147,15.72544803,-6.409587814,17.68942652,-1.620084485,265.3987455,25.37544803,30.4390681,22.26337686,1.371594982,13.6437788,21.78646953,6.462288787,769,172,172,0
4819,2.4,0.645423707,-9.953225806,-26.02789299,15.52768817,-6.291602663,17.65430108,-1.611623144,264.9026242,25.49238351,30.58055556,22.28738479,1.420519713,13.6546019,21.80833333,6.473220686,415,426,415,0
4815,2.71,0.648022273,-9.751971326,-26.08108039,15.47894265,-6.261456733,17.65430108,-1.611623144,265.7830261,25.49507169,30.58324373,22.28469662,1.420519713,13.6546019,21.80833333,6.473220686,322,568,322,0
4795,3.82,0.659133385,-11.08655914,-26.31293523,15.31102151,-6.159978239,17.62715054,-1.606445212,254.2858871,25.5984767,30.69480287,22.31159114,1.464157706,13.66551459,21.82750896,6.484043779,77,730,77,1
4788,3.82,0.659133385,-11.08655914,-26.31293523,15.31102151,-6.159978239,17.62715054,-1.606445212,254.2858871,25.5984767,30.69480287,22.31159114,1.464157706,13.66551459,21.82750896,6.484043779,72,709,72,1
4773,3.4,0.661821557,-11.07374552,-26.36323605,15.24050179,-6.126945725,17.61603943,-1.614112903,255.4879096,25.65564516,30.76541219,22.31941884,1.493996416,13.67355991,21.84910394,6.486821557,68,671,68,0
4683,1.5,0.656266001,-11.18216846,-25.95740527,14.79874552,-5.887781618,17.5561828,-1.614183308,262.5420955,26.0202509,31.15734767,22.39422043,1.679121864,13.70849974,21.9389785,6.52468638,557,103,103,0
4627,2.29,0.666999488,-12.31980287,-26.08487583,14.41111111,-5.681918843,17.48557348,-1.605613159,257.0612711,26.30600358,31.47580645,22.45592678,1.815232975,13.73808244,22.00439068,6.557373272,571,41,41,0
4555,1.93,0.664509729,-12.55716846,-25.78426139,14.00707885,-5.464637737,17.43109319,-1.608083717,261.6347222,26.62177419,31.82956989,22.51741552,1.984050179,13.77044291,22.08879928,6.592748336,160,95,95,0
4512,2.34,0.667287506,-12.95492832,-25.70551715,13.69265233,-5.302560164,17.39032258,-1.602220942,261.6714798,26.84749104,32.0797491,22.56016385,2.092921147,13.78938172,22.14874552,6.62014849,561,24,24,0
4445,1.39,0.670065284,-13.45304659,-25.56350486,13.27786738,-5.077214542,17.31971326,-1.60515873,262.3718574,27.14964158,32.40376344,22.62444957,2.239964158,13.81627624,22.21415771,6.644303635,1210,452,452,0
4400,1.03,0.677931388,-14.08736559,-25.65680364,12.97688172,-4.920513313,17.27885305,-1.602361751,259.8512225,27.34283154,32.62410394,22.66433052,2.335125448,13.83763441,22.26317204,6.668657194,1897,910,910,0
4379,1.72,0.670065284,-13.98996416,-25.28322453,12.74094982,-4.796934204,17.25421147,-1.604563492,263.834319,27.48172043,32.77670251,22.69398362,2.389695341,13.85410266,22.29310036,6.679768305,2490,584,584,0
4340,0.87,0.675243216,-14.51657706,-25.29272273,12.46433692,-4.639765745,17.22446237,-1.599366359,262.8032386,27.62867384,32.94256272,22.73150282,2.455107527,13.87288146,22.32867384,6.701433692,2330,265,265,0
4344,0.72,0.680709165,-14.74005376,-25.42942268,12.40752688,-4.609799027,17.21084229,-1.590834613,260.8921979,27.59336918,32.91550179,22.72334869,2.408870968,13.87041091,22.30134409,6.696076549,1485,51,51,0
4335,1,0.680709165,-14.88378136,-25.34407322,12.26379928,-4.524449565,17.20268817,-1.585259857,260.3741295,27.6531362,32.98333333,22.73684076,2.433333333,13.87845622,22.31765233,6.704320277,1156,148,148,0
4296,1.14,0.680709165,-15.17123656,-25.18728239,11.97634409,-4.36765873,17.15922939,-1.59359319,262.3070853,27.82473118,33.1766129,22.77980671,2.512365591,13.90010241,22.35044803,6.717831541,666,7,7,0
4798,2.36,0.648111879,-9.346774194,-26.60986303,16.21747312,-6.790239375,17.70295699,-1.630926779,264.2115207,25.565681,30.62132617,22.2765425,1.588888889,13.6266193,21.88978495,6.478469022,359,694,359,0
4799,1.06,0.650889657,-9.429928315,-26.68255248,16.21765233,-6.779595494,17.71120072,-1.631214798,262.9077701,25.5031362,30.56137993,22.26305044,1.548207885,13.62941628,21.87078853,6.470225294,464,476,464,0
4840,0.56,0.648111879,-9.477688172,-26.58841526,16.25322581,-6.768791603,17.73844086,-1.625768049,261.7951101,25.32356631,30.36818996,22.23926011,1.428405018,13.61632105,21.81362007,6.45671403,824,410,410,0
4795,0.72,0.653577829,-9.850448029,-26.64514209,16.04713262,-6.658851767,17.70573477,-1.631125192,261.1622248,25.51675627,30.5859319,22.27387353,1.540053763,13.6405466,21.86801075,6.473003072,1302,727,727,0
4802,0.81,0.650889657,-9.842741935,-26.50431388,15.97150538,-6.601356887,17.70035842,-1.617396313,261.7791283,25.47867384,30.53700717,22.27120456,1.491039427,13.63232207,21.84086022,6.473022273,1768,776,776,0
4855,1.8,0.648022273,-9.312007168,-26.44885433,16.08557348,-6.629230671,17.73028674,-1.631233999,263.515553,25.23646953,30.27840502,22.22865463,1.333333333,13.61942524,21.77007169,6.440514593,2128,772,772,0
4918,2.56,0.639868152,-8.656541219,-26.3171659,16.32437276,-6.747542243,17.76845878,-1.61234639,265.3396249,24.92087814,29.93826165,22.16983487,1.142831541,13.59254992,21.67213262,6.413402458,1784,619,619,0
4875,2.76,0.648111879,-9.557078853,-26.39395801,16.00716846,-6.574334357,17.72768817,-1.614727343,262.5260753,25.19032258,30.2375448,22.22598566,1.289874552,13.62213262,21.74569893,6.443311572,1366,515,515,0
4801,2.96,0.642556324,-9.309050179,-26.07896185,15.75519713,-6.426004864,17.68673835,-1.620084485,266.7215374,25.38351255,30.44982079,22.25791091,1.385035842,13.63840246,21.78915771,6.459600614,973,251,251,0
4840,1.14,0.648111879,-9.806272401,-26.24313876,15.75797491,-6.423515105,17.68951613,-1.620282898,262.9423195,25.32643369,30.39005376,22.25266257,1.338888889,13.63842166,21.77016129,6.454045059,595,141,141,0
4803,2.71,0.648022273,-9.751971326,-26.08108039,15.47894265,-6.261456733,17.65430108,-1.611623144,265.7830261,25.49507169,30.58324373,22.28469662,1.420519713,13.6546019,21.80833333,6.473220686,345,610,345,0
4801,1.92,0.645423707,-10.03987455,-25.97019969,15.44103943,-6.23390937,17.64892473,-1.616999488,263.7282386,25.51137993,30.59408602,22.28996416,1.423297491,13.65737967,21.80833333,6.473220686,260,891,260,0
4761,3.4,0.661821557,-11.07374552,-26.36323605,15.24050179,-6.126945725,17.61603943,-1.614112903,255.4879096,25.65564516,30.76541219,22.31941884,1.493996416,13.67355991,21.84910394,6.486821557,1,611,1,0
4705,2.96,0.656266001,-11.17401434,-25.96018305,14.80689964,-5.890559396,17.5561828,-1.614183308,261.5419867,26.01487455,31.1546595,22.39422043,1.679121864,13.70849974,21.9389785,6.52468638,488,162,162,0
4659,1.85,0.661623144,-11.99041219,-26.00337942,14.57383513,-5.767089094,17.51550179,-1.602745776,257.7083653,26.1889785,31.34507169,22.42645289,1.763530466,13.72745776,21.97992832,6.549327957,688,86,86,0
4619,2.11,0.664599334,-12.21818996,-25.96842038,14.34605735,-5.648796723,17.47204301,-1.602726575,259.4555364,26.36317204,31.5437276,22.46375448,1.85062724,13.74075141,22.01801075,6.565617,552,90,90,0
4520,1.06,0.664509729,-12.79569892,-25.65790451,13.76854839,-5.33828085,17.40107527,-1.607885305,261.9676651,26.78763441,32.00376344,22.54935996,2.060215054,13.78671275,22.1296595,6.611815156,458,141,141,0
4458,1.76,0.667089094,-13.35555556,-25.53777522,13.37535842,-5.134818228,17.33870968,-1.604979519,262.0227983,27.08969534,32.34659498,22.60817972,2.212724014,13.81638505,22.20600358,6.644502048,1066,320,320,0
4415,1.53,0.677931388,-13.99793907,-25.70634281,13.06630824,-4.970052483,17.28960574,-1.596518177,259.477989,27.28037634,32.55887097,22.65112647,2.299820789,13.83505504,22.24139785,6.666167435,1750,812,812,0
4372,1,0.675243216,-14.20197133,-25.47437276,12.77894265,-4.821415771,17.25430108,-1.599097542,262.9047747,27.46263441,32.76030466,22.68573989,2.384229391,13.85401306,22.29041219,6.682456477,2368,577,577,0
4362,2.48,0.675243216,-14.23996416,-25.44989119,12.74094982,-4.796934204,17.24086022,-1.588344854,263.0684972,27.46263441,32.76299283,22.68842806,2.370698925,13.8592998,22.27688172,6.687743216,2519,553,553,0
4338,1.67,0.672465438,-14.38718638,-25.23713518,12.51039427,-4.667511521,17.22724014,-1.596588582,264.0087238,27.62598566,32.93709677,22.72334869,2.455107527,13.87288146,22.32867384,6.701433692,2480,414,414,0
4345,1.81,0.675441628,-14.384319,-25.31509217,12.51326165,-4.662135177,17.21908602,-1.588146441,264.3279634,27.54973118,32.86908602,22.70985663,2.39516129,13.86763313,22.29318996,6.693298771,1844,56,56,0
4340,0.6,0.680709165,-14.81317204,-25.38257168,12.3344086,-4.562948029,17.20797491,-1.596390169,259.940649,27.62589606,32.94802867,22.72861623,2.422491039,13.88134281,22.31218638,6.698854327,1278,100,100,0
4292,1.57,0.680709165,-15.16299283,-25.20387865,11.98458781,-4.384254992,17.16191756,-1.590905018,263.0677803,27.81388889,33.16586022,22.77702893,2.504301075,13.90279058,22.34775986,6.720519713,608,63,63,0
4804,3.27,0.648022273,-9.051164875,-26.56898361,16.1797491,-6.749359959,17.71120072,-1.625659242,266.4719982,25.48682796,30.54775986,22.27140297,1.53718638,13.62692652,21.86532258,6.4703149,505,403,403,0
4840,2.68,0.645334101,-8.891666667,-26.5077701,16.25591398,-6.771479775,17.73844086,-1.625768049,266.1163723,25.32356631,30.36818996,22.23926011,1.428405018,13.61632105,21.81362007,6.45671403,839,391,391,0
4798,0.11,0.653577829,-9.90188172,-26.61230799,15.99569893,-6.626017665,17.70035842,-1.62843702,260.8220558,25.50860215,30.56693548,22.27109575,1.515501792,13.6296147,21.85448029,6.467537122,1527,710,710,0
4810,0.92,0.650889657,-9.654390681,-26.50979903,15.99318996,-6.606842038,17.70026882,-1.617306708,262.5860407,25.4405914,30.50421147,22.26335766,1.474731183,13.62992192,21.82992832,6.467645929,1850,778,778,0
4838,0.46,0.648111879,-9.696774194,-26.42946109,16.03413979,-6.60983743,17.71684588,-1.609152586,261.5033474,25.32365591,30.37903226,22.24452765,1.393189964,13.62727215,21.79740143,6.462288787,2324,803,803,0
4921,2.42,0.642645929,-8.753494624,-26.38945853,16.31075269,-6.736501536,17.77383513,-1.620302099,265.3613799,24.95080645,29.97365591,22.17250384,1.161917563,13.5953277,21.68306452,6.413402458,1766,578,578,0
4879,2.4,0.645334101,-9.274462366,-26.32446237,16.03978495,-6.588172043,17.73306452,-1.620103687,263.5726767,25.15492832,30.20492832,22.21794035,1.268010753,13.61955325,21.73467742,6.437845622,1405,483,483,0
4826,2.46,0.648022273,-9.532526882,-26.21548259,15.6983871,-6.395858935,17.6812724,-1.611642345,265.5411418,25.40519713,30.47428315,22.26049027,1.393189964,13.64655658,21.79184588,6.462288787,811,129,129,0
4803,2.43,0.648022273,-9.779032258,-26.06168715,15.45188172,-6.242063492,17.64892473,-1.616999488,265.5647722,25.51962366,30.60501792,22.29820789,1.431541219,13.6656234,21.81388889,6.478776242,380,619,380,0
4804,2.58,0.642645929,-9.940232975,-25.89790707,15.45734767,-6.244950077,17.64892473,-1.616999488,263.8936508,25.50860215,30.59408602,22.29571813,1.423297491,13.65737967,21.80833333,6.473220686,319,814,319,0
4795,3.33,0.648201485,-10.60824373,-25.96856119,15.28933692,-6.148937532,17.62159498,-1.609024578,257.7258321,25.61218638,30.7030466,22.31694829,1.469623656,13.67098054,21.83019713,6.486731951,123,687,123,1
4725,2.02,0.659133385,-11.36845878,-26.16449693,15.02912186,-6.011539939,17.57795699,-1.614093702,256.5920187,25.84336918,30.96693548,22.35969662,1.59202509,13.68685356,21.89005376,6.508486943,284,393,284,0
4640,1.81,0.664599334,-12.0718638,-26.04263953,14.49238351,-5.723015873,17.5046595,-1.605811572,259.4506784,26.24345878,31.41048387,22.44243472,1.788082437,13.73810164,21.99354839,6.559971838,689,101,101,0
4596,1.66,0.667287506,-12.43718638,-25.97762417,14.21039427,-5.574667179,17.45295699,-1.60281618,259.975448,26.46935484,31.65268817,22.48518305,1.905107527,13.7515745,22.04802867,6.576350486,381,302,302,0
4544,2.61,0.664509729,-12.72786738,-25.69362519,13.83637993,-5.374001536,17.3984767,-1.60797491,262.5731183,26.73870968,31.9547491,22.53873528,2.033064516,13.77837942,22.11066308,6.606259601,241,132,132,0
4500,2.18,0.667287506,-12.96854839,-25.69985279,13.67903226,-5.296895801,17.39301075,-1.59953277,261.6635241,26.86388889,32.09623656,22.56811956,2.106541219,13.78938172,22.15421147,6.620058884,636,3,3,0
4448,1.62,0.669866872,-13.48763441,-25.58827445,13.3266129,-5.101984127,17.33870968,-1.599603175,261.5593894,27.11702509,32.37374552,22.61631464,2.223655914,13.81340886,22.21415771,6.644303635,1160,367,367,0
4403,1.46,0.680709165,-14.15994624,-25.74282514,12.98763441,-4.923201485,17.29238351,-1.599295955,258.8373272,27.3266129,32.60519713,22.66443932,2.32437276,13.84329877,22.26048387,6.674321557,1872,854,854,0
4377,0.56,0.677931388,-14.25286738,-25.56050307,12.81137993,-4.82421275,17.26523298,-1.596697389,260.200192,27.44910394,32.73844086,22.68584869,2.378763441,13.84854711,22.29041219,6.682456477,2201,658,658,0
4340,0.33,0.680709165,-14.70492832,-25.44297235,12.44265233,-4.623348694,17.22446237,-1.599366359,260.5650218,27.62589606,32.94256272,22.73150282,2.452329749,13.87010369,22.32589606,6.698655914,2196,142,142,0
4340,1.19,0.675243216,-14.55985663,-25.26804275,12.42105735,-4.615085765,17.21899642,-1.590745008,263.4520737,27.60967742,32.93172043,22.72603687,2.427956989,13.87845622,22.31496416,6.701632105,1574,199,199,0
4339,0.79,0.680709165,-14.88109319,-25.34676139,12.26648746,-4.527137737,17.20806452,-1.590924219,262.0152842,27.64229391,32.9671147,22.73417179,2.430645161,13.87576805,22.31496416,6.701632105,1184,81,81,0
4280,0.92,0.675332821,-15.61586022,-24.96827957,11.86505376,-4.315322581,17.15376344,-1.579774706,261.9961982,27.88467742,33.23664875,22.79032258,2.542383513,13.90814772,22.36962366,6.737007169,512,26,26,0
4800,3.27,0.648022273,-9.051164875,-26.56898361,16.1797491,-6.749359959,17.71120072,-1.625659242,266.4719982,25.48682796,30.54775986,22.27140297,1.53718638,13.62692652,21.86532258,6.4703149,510,363,363,0
4800,1.81,0.650889657,-9.592293907,-26.57265105,16.05528674,-6.66969406,17.7030466,-1.625460829,263.8394265,25.53306452,30.60483871,22.27942908,1.54811828,13.63488223,21.87069893,6.475691244,1141,571,571,0
4803,0.56,0.650889657,-9.848297491,-26.50431388,15.96594982,-6.601356887,17.69229391,-1.617396313,261.1384281,25.48682796,30.55591398,22.26851639,1.504749104,13.6406554,21.84910394,6.475889657,1727,710,710,0
4840,0.46,0.648111879,-9.696774194,-26.42946109,16.03413979,-6.60983743,17.71684588,-1.609152586,261.5033474,25.32365591,30.37903226,22.24452765,1.393189964,13.62727215,21.79740143,6.462288787,2288,768,768,0
4881,3.63,0.642645929,-9.166756272,-26.24919355,16.06415771,-6.596236559,17.74121864,-1.617325909,263.4859575,25.14946237,30.18862007,22.21258321,1.265232975,13.61677547,21.73467742,6.437845622,1554,467,467,0
4813,2.77,0.648022273,-9.548924731,-26.21259601,15.68198925,-6.39297235,17.67598566,-1.617108295,265.9633001,25.42715054,30.49883513,22.27131336,1.406899642,13.64098182,21.80286738,6.462378392,896,120,120,0
4813,2.14,0.648111879,-9.979749104,-26.14137225,15.58449821,-6.321748592,17.66783154,-1.614509729,263.621691,25.45967742,30.53422939,22.28222606,1.412365591,13.65182412,21.80286738,6.467754736,544,351,351,0
4796,2.06,0.648201485,-10.16111111,-26.03989375,15.4031362,-6.220270097,17.64345878,-1.614509729,264.1646313,25.55761649,30.64310036,22.30087686,1.453225807,13.66551459,21.82473118,6.481266001,339,879,339,0
4757,2.47,0.661821557,-11.14417563,-26.32204941,15.17007169,-6.085759089,17.61057348,-1.605670763,255.9856951,25.71281362,30.81451613,22.3328213,1.521326165,13.68458141,21.86272401,6.495065284,106,512,106,0
4702,2.36,0.661911162,-11.71738351,-26.10476831,14.76353047,-5.868477983,17.5562724,-1.605741167,257.5127944,26.05295699,31.18727599,22.39966718,1.692831541,13.71127752,21.94991039,6.530241936,538,123,123,0
4640,1.81,0.664599334,-12.0718638,-26.04263953,14.49238351,-5.723015873,17.5046595,-1.605811572,259.4506784,26.24345878,31.41048387,22.44243472,1.788082437,13.73810164,21.99354839,6.559971838,706,133,133,0
4566,2.06,0.667287506,-12.58351254,-25.90340502,14.0640681,-5.500448029,17.44193548,-1.607994112,260.9449565,26.57007169,31.77240143,22.50670123,1.956899642,13.76766513,22.07517921,6.58468382,263,258,258,0
4518,1.12,0.664509729,-12.81200717,-25.6468638,13.75224014,-5.327240143,17.40107527,-1.607885305,262.5007297,26.80681004,32.02544803,22.55491552,2.071146953,13.78373656,22.13503584,6.611815156,484,173,173,0
4438,0.35,0.669866872,-13.58530466,-25.53307092,13.22894265,-5.046780594,17.31693548,-1.597004608,261.3233487,27.16057348,32.4281362,22.62434076,2.248028674,13.82434076,22.21953405,6.64967998,1342,447,447,0
4377,0.56,0.677931388,-14.25286738,-25.56050307,12.81137993,-4.82421275,17.26523298,-1.596697389,260.200192,27.44910394,32.73844086,22.68584869,2.378763441,13.84854711,22.29041219,6.682456477,2234,616,616,0
4362,0.92,0.677931388,-14.39928315,-25.48877368,12.66496416,-4.752483359,17.2515233,-1.60187532,261.9772017,27.51164875,32.81200717,22.70202893,2.397939068,13.85679084,22.29856631,6.685234255,2567,494,494,0
4339,0.96,0.675243216,-14.54632616,-25.27092934,12.43458781,-4.61797235,17.22177419,-1.599078341,262.9559588,27.62598566,32.94256272,22.73428059,2.449641577,13.87039171,22.32320789,6.698943932,2076,21,21,0
4339,0.57,0.680709165,-14.82132616,-25.37441756,12.32625448,-4.554793907,17.20797491,-1.596390169,261.7070853,27.62589606,32.94802867,22.72861623,2.422491039,13.88134281,22.31218638,6.698854327,1288,26,26,0
4330,0.71,0.680709165,-14.94345878,-25.30557476,12.20412186,-4.485951101,17.19444444,-1.593503584,260.4041475,27.68046595,33.01612903,22.74757425,2.449731183,13.88947773,22.32589606,6.712564004,1035,51,51,0
4292,1.31,0.680709165,-15.1984767,-25.17642089,11.94910394,-4.356797235,17.15654122,-1.587928827,262.1245456,27.83844086,33.1984767,22.7796083,2.525985663,13.90565796,22.35869176,6.726075269,596,77,77,0
4795,2.13,0.648111879,-9.357616487,-26.59633257,16.20663082,-6.776708909,17.71129032,-1.628149002,263.9224782,25.53315412,30.59677419,22.27387353,1.572580645,13.62959549,21.88163082,6.475691244,277,595,277,0
4840,2.56,0.645334101,-8.859229391,-26.52705453,16.28835125,-6.790764209,17.73844086,-1.625768049,265.9695149,25.32356631,30.36818996,22.23926011,1.428405018,13.61632105,21.81362007,6.45671403,733,307,307,0
4800,0.45,0.650889657,-9.958064516,-26.5453021,16.02284946,-6.64234511,17.70035842,-1.62843702,260.3231631,25.50860215,30.56962366,22.27407194,1.520967742,13.62952509,21.85448029,6.467537122,1426,655,655,0
4810,1.4,0.648111879,-9.592741935,-26.41542499,15.97150538,-6.595801331,17.70295699,-1.61999488,263.7116552,25.4405914,30.50430108,22.26057988,1.472043011,13.63261009,21.82992832,6.467645929,1989,791,791,0
4856,1.8,0.648111879,-9.503046595,-26.44587814,16.06120072,-6.62625448,17.71935484,-1.622881464,263.3519201,25.26102151,30.31379928,22.23112519,1.352329749,13.61913723,21.77544803,6.445890937,2097,664,664,0
4879,3.63,0.642645929,-9.166756272,-26.24919355,16.06415771,-6.596236559,17.74121864,-1.617325909,263.4859575,25.14946237,30.18862007,22.21258321,1.265232975,13.61677547,21.73467742,6.437845622,1512,430,430,0
4800,0.9,0.653667435,-10.08145161,-26.36293523,15.64946237,-6.376644905,17.67589606,-1.622862263,262.7895993,25.50869176,30.57768817,22.28738479,1.463978495,13.65189452,21.83001792,6.473111879,1051,214,214,0
4806,2.14,0.648111879,-9.979749104,-26.14137225,15.58449821,-6.321748592,17.66783154,-1.614509729,263.621691,25.45967742,30.53422939,22.28222606,1.412365591,13.65182412,21.80286738,6.467754736,559,392,392,0
4802,2.23,0.645334101,-9.856899642,-25.9812404,15.45734767,-6.244950077,17.64892473,-1.616999488,265.1222542,25.50860215,30.59408602,22.29571813,1.423297491,13.65737967,21.80833333,6.473220686,415,754,415,0
4793,3.33,0.648201485,-10.60824373,-25.96856119,15.28933692,-6.148937532,17.62159498,-1.609024578,257.7258321,25.61218638,30.7030466,22.31694829,1.469623656,13.67098054,21.83019713,6.486731951,97,648,97,0
4726,2.02,0.659133385,-11.36845878,-26.16449693,15.02912186,-6.011539939,17.57795699,-1.614093702,256.5920187,25.84336918,30.96693548,22.35969662,1.59202509,13.68685356,21.89005376,6.508486943,285,394,285,0
4666,2.2,0.664311316,-12.02231183,-26.11417051,14.62526882,-5.794546851,17.52096774,-1.602944188,256.9321493,26.14005376,31.29614695,22.42129416,1.736290323,13.72459037,21.96353047,6.543862007,776,160,160,0
4628,2.3,0.661821557,-11.87069892,-25.93731439,14.44354839,-5.701024066,17.49641577,-1.605702765,260.6392089,26.29507169,31.45394265,22.44768305,1.812455197,13.73530466,22.00439068,6.557373272,659,161,161,0
4520,1.5,0.664509729,-12.80922939,-25.64964158,13.75501792,-5.330017921,17.40107527,-1.607885305,262.4674475,26.80403226,32.02544803,22.55769329,2.071146953,13.78373656,22.13503584,6.611815156,404,183,183,0
4456,1.85,0.675243216,-13.6109319,-25.78239887,13.36998208,-5.129441884,17.33870968,-1.604979519,258.9326101,27.084319,32.33844086,22.61364567,2.212724014,13.81638505,22.20600358,6.644502048,1085,264,264,0
4436,1.71,0.669866872,-13.64229391,-25.51116871,13.17195341,-5.024878392,17.31424731,-1.605069124,261.7365527,27.18781362,32.45537634,22.63785202,2.258960574,13.82692012,22.22777778,6.652547363,1466,514,514,0
